pmcid,pmid,doi,title,journal,publication_year,license
9131016,35645768,10.3389/fnagi.2022.837284,Investigating the Association Between Polygenic Risk Scores for Alzheimer’s Disease With Cognitive Performance and Intrinsic Functional Connectivity in Healthy Adults,Front Aging Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
8867086,35221892,10.3389/fnins.2021.810431,Hierarchical Synchronization Estimation of Low- and High-Order Functional Connectivity Based on Sub-Network Division for the Diagnosis of Autism Spectrum Disorder,Front Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
7099000,32265778,10.3389/fpsyg.2020.00420,Intrinsic Cerebro-Cerebellar Functional Connectivity Reveals the Function of Cerebellum VI in Reading-Related Skills,Front Psychol,2020,http://creativecommons.org/licenses/by/4.0/
6472734,30998673,10.1371/journal.pbio.3000042,Harmonization of resting-state functional MRI data across multiple imaging sites via the separation of site differences into sampling bias and measurement bias,PLoS Biol,2019,http://creativecommons.org/licenses/by/4.0/
8851037,35185517,10.3389/fnagi.2021.781465,Altered Interplay Among Large-Scale Brain Functional Networks Modulates Multi-Domain Anosognosia in Early Alzheimer’s Disease,Front Aging Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
8473898,34588970,10.3389/fnhum.2021.745671,Analysis of Brain Functional Connectivity Neural Circuits in Children With Autism Based on Persistent Homology,Front Hum Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
8102641,33858809,10.1016/j.nicl.2021.102598,Functional connectivity hemispheric contrast (FC-HC): A new metric for language mapping,Neuroimage Clin,2021,https://creativecommons.org/licenses/by-nc-nd/4.0/
9528459,,10.1192/j.eurpsy.2021.681,"Early changes in brain structure, functional connectivity and neuropsychiatric symptoms after HCV infection cure with direct-acting antivirals",Eur Psychiatry,2021,https://creativecommons.org/licenses/by/4.0/
7268028,32150312,10.1002/hbm.24943,"Accurate prediction of individual subject identity and task, but not autism diagnosis, from functional connectomes",Hum Brain Mapp,2020,http://creativecommons.org/licenses/by-nc/4.0/
6386753,30659193,10.1038/s41537-018-0070-8,Towards artificial intelligence in mental health by improving schizophrenia prediction with multiple brain parcellation ensemble-learning,NPJ Schizophr,2019,http://creativecommons.org/licenses/by/4.0/
8870342,35203920,10.3390/brainsci12020156,Relationships between Diffusion Tensor Imaging and Resting State Functional Connectivity in Patients with Schizophrenia and Healthy Controls: A Preliminary Study,Brain Sci,2022,https://creativecommons.org/licenses/by/4.0/
9482620,36115876,10.1038/s42003-022-03949-x,"Frontoparietal connectivity as a product of convergent evolution in rodents and primates: functional connectivity topologies in grey squirrels, rats, and marmosets",Commun Biol,2022,https://creativecommons.org/licenses/by/4.0/
6957787,31931402,10.1016/j.nicl.2019.102137,Brain connectivity and cognitive functioning in individuals six months after multiorgan failure,Neuroimage Clin,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/
6777981,31637339,10.1162/netn_a_00102,Flexible network community organization during the encoding and retrieval of spatiotemporal episodic memories,Netw Neurosci,2019,http://creativecommons.org/licenses/by/4.0/
6127636,30233421,10.3389/fpsyt.2018.00380,Subregions of the Anterior Cingulate Cortex Form Distinct Functional Connectivity Patterns in Young Males With Internet Gaming Disorder With Comorbid Depression,Front Psychiatry,2018,http://creativecommons.org/licenses/by/4.0/
9543452,36211593,10.3389/fnsys.2022.966433,Topographic organization of the human caudate functional connectivity and age-related changes with resting-state fMRI,Front Syst Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
8001398,33801471,10.3390/brainsci11030311,Complexity Analysis of the Default Mode Network Using Resting-State fMRI in Down Syndrome: Relationships Highlighted by a Neuropsychological Assessment,Brain Sci,2021,https://creativecommons.org/licenses/by/4.0/
9886598,36350401,10.1007/s00415-022-11479-z,Resting-state functional MRI in multicenter studies on multiple sclerosis: a report on raw data quality and functional connectivity features from the Italian Neuroimaging Network Initiative,J Neurol,2022,https://creativecommons.org/licenses/by/4.0/
6197719,30241918,10.1016/j.ebiom.2018.09.012,"Disrupted asymmetry of inter- and intra-hemispheric functional connectivity in patients with drug-naive, first-episode schizophrenia and their unaffected siblings",EBioMedicine,2018,http://creativecommons.org/licenses/by-nc-nd/4.0/
10193024,37148709,10.1016/j.nicl.2023.103417,Altered Resting-State functional connectivity in the anterior and posterior hippocampus in Post-traumatic stress disorder: The central role of the anterior hippocampus,Neuroimage Clin,2023,https://creativecommons.org/licenses/by/4.0/
8766420,35069176,10.3389/fnagi.2021.774901,Abnormal Static and Dynamic Functional Network Connectivity in Patients With Presbycusis,Front Aging Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
7336141,32243055,10.1002/hbm.24997,Breakdown of the affective‐cognitive network in functional dystonia,Hum Brain Mapp,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/
7538600,33024190,10.1038/s41598-020-73679-9,The indispensable role of the cerebellum in visual divergent thinking,Sci Rep,2020,http://creativecommons.org/licenses/by/4.0/
9435017,35615855,10.1002/hbm.25961,Changes in white matter functional networks during wakefulness and sleep,Hum Brain Mapp,2022,https://creativecommons.org/licenses/by-nc-nd/4.0/
9232404,35469103,10.1007/s00429-022-02483-0,Cortico-amygdalar connectivity and externalizing/internalizing behavior in children with neurodevelopmental disorders,Brain Struct Funct,2022,https://creativecommons.org/licenses/by/4.0/
7742862,,10.1093/geroni/igaa057.1662,Insular and Hippocampal Connectivity Is Associated With Perceived Financial Exploitation in Older Adults,Innov Aging,2020,http://creativecommons.org/licenses/by/4.0/
6776602,31611841,10.3389/fneur.2019.01035,Altered Resting-State Functional Connectivity in Wernicke's Encephalopathy With Vestibular Impairment,Front Neurol,2019,http://creativecommons.org/licenses/by/4.0/
9361853,35958999,10.3389/fnins.2022.889009,Altered insular functional connectivity correlates to impaired vigilant attention after sleep deprivation: A resting-state functional magnetic resonance imaging study,Front Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
7882158,33295156,10.1002/brb3.1992,Brain features of nearly drug‐naïve female monozygotic twins with first‐episode schizophrenia and the classification accuracy of brain feature patterns: A pilot study,Brain Behav,2020,http://creativecommons.org/licenses/by/4.0/
6839494,31450512,10.3233/JPD-191592,Functional Connectivity Signatures of Parkinson’s Disease,J Parkinsons Dis,2019,https://creativecommons.org/licenses/by-nc/4.0/
6881656,31795053,10.1016/j.nicl.2019.102071,Abnormal dynamic properties of functional connectivity in disorders of consciousness,Neuroimage Clin,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/
7137100,32296352,10.3389/fpsyt.2020.00191,Aberrant Resting-State Cerebellar-Cerebral Functional Connectivity in Methamphetamine-Dependent Individuals After Six Months Abstinence,Front Psychiatry,2020,http://creativecommons.org/licenses/by/4.0/
8461699,34151792,10.3233/JAD-210051,Hippocampal Functional Connectivity and Memory Performance After Exercise Intervention in Older Adults with Mild Cognitive Impairment,J Alzheimers Dis,2021,https://creativecommons.org/licenses/by-nc/4.0/
6460358,31024429,10.3389/fneur.2019.00335,Persistent Quantitative Vitality of Stem Cell Graft Is Necessary for Stabilization of Functional Brain Networks After Stroke,Front Neurol,2019,http://creativecommons.org/licenses/by/4.0/
6362490,30804989,10.1155/2019/1940123,Electronic-Sports Experience Related to Functional Enhancement in Central Executive and Default Mode Areas,Neural Plast,2019,http://creativecommons.org/licenses/by/4.0/
9140862,35626432,10.3390/diagnostics12051277,Effects of Different Scan Duration on Brain Effective Connectivity among Default Mode Network Nodes,Diagnostics (Basel),2022,https://creativecommons.org/licenses/by/4.0/
9931783,36018533,10.1007/s12021-022-09603-5,Deep Learning Classification of Treatment Response in Diabetic Painful Neuropathy: A Combined Machine Learning and Magnetic Resonance Neuroimaging Methodological Study,Neuroinformatics,2022,https://creativecommons.org/licenses/by/4.0/
7462431,32885125,10.1162/netn_a_00147,Using structural connectivity to augment community structure in EEG functional connectivity,Netw Neurosci,2020,http://creativecommons.org/licenses/by/4.0/
7935041,33688609,10.1162/netn_a_00169,Dynamic community detection reveals transient reorganization of functional brain networks across a female menstrual cycle,Netw Neurosci,2021,http://creativecommons.org/licenses/by/4.0/
7316159,32625073,10.3389/fnhum.2020.00228,Dissociable Networks of the Lateral/Medial Mammillary Body in the Human Brain,Front Hum Neurosci,2020,http://creativecommons.org/licenses/by/4.0/
6700228,31456656,10.3389/fnins.2019.00825,Resting State fMRI: Going Through the Motions,Front Neurosci,2019,http://creativecommons.org/licenses/by/4.0/
9118162,35537216,10.1016/j.nicl.2022.103028,Modulation of dorsolateral prefrontal cortex functional connectivity after intermittent theta-burst stimulation in depression: Combining findings from fNIRS and fMRI,Neuroimage Clin,2022,https://creativecommons.org/licenses/by/4.0/
9550874,36238830,10.3389/fncel.2022.958437,A brainnetome atlas-based methamphetamine dependence identification using neighborhood component analysis and machine learning on functional MRI data,Front Cell Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
6530394,31156474,10.3389/fpsyt.2019.00300,Disrupted Resting Frontal–Parietal Attention Network Topology Is Associated With a Clinical Measure in Children With Attention-Deficit/Hyperactivity Disorder,Front Psychiatry,2019,http://creativecommons.org/licenses/by/4.0/
8350148,34098066,10.1016/j.neuroimage.2021.118242,Deep learning model of fMRI connectivity predicts PTSD symptom trajectories in recent trauma survivors,Neuroimage,2021,https://creativecommons.org/licenses/by/4.0/
7708866,33395998,10.1016/j.nicl.2020.102509,Progression of brain functional connectivity and frontal cognitive dysfunction in ALS,Neuroimage Clin,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/
7978114,33547694,10.1002/hbm.25360,Neural changes following equine‐assisted therapy for posttraumatic stress disorder: A longitudinal multimodal imaging study,Hum Brain Mapp,2021,http://creativecommons.org/licenses/by-nc/4.0/
8127140,33835637,10.1002/hbm.25394,Functional connectome fingerprinting: Identifying individuals and predicting cognitive functions via autoencoder,Hum Brain Mapp,2021,https://creativecommons.org/licenses/by-nc-nd/4.0/
9882434,36711498,10.1101/2023.01.08.23284313,Subcortical Functional Connectivity Gradients in Temporal Lobe Epilepsy,medRxiv,2023,https://creativecommons.org/licenses/by-nc-nd/4.0/
9234342,35751994,10.1016/j.dcn.2022.101123,Resting-state functional connectivity identifies individuals and predicts age in 8-to-26-month-olds,Dev Cogn Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
9296880,35873714,10.2147/NSS.S366224,Altered Functional Connectivity and Topological Organization of Brain Networks Correlate to Cognitive Impairments After Sleep Deprivation,Nat Sci Sleep,2022,https://www.dovepress.com/terms.php
8770425,35069281,10.3389/fpsyt.2021.771147,Antidepressant Treatment-Induced State-Dependent Reconfiguration of Emotion Regulation Networks in Major Depressive Disorder,Front Psychiatry,2021,https://creativecommons.org/licenses/by/4.0/
7693425,33304249,10.3389/fnhum.2020.564272,Disrupted Anti-correlation Between the Default and Dorsal Attention Networks During Hyperthermia Exposure: An fMRI Study,Front Hum Neurosci,2020,http://creativecommons.org/licenses/by/4.0/
8278207,34252875,10.1016/j.nicl.2021.102748,Hypothalamus and amygdala functional connectivity at rest in narcolepsy type 1,Neuroimage Clin,2021,https://creativecommons.org/licenses/by-nc-nd/4.0/
8371886,34404427,10.1186/s12967-021-03024-9,Different modulation effects of 1 Hz and 20 Hz transcutaneous auricular vagus nerve stimulation on the functional connectivity of the periaqueductal gray in patients with migraine,J Transl Med,2021,https://creativecommons.org/licenses/by/4.0/
7025186,32090157,10.1016/j.dib.2020.105213,MALINI (Machine Learning in NeuroImaging): A MATLAB toolbox for aiding clinical diagnostics using resting-state fMRI data,Data Brief,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/
9421454,35908308,10.1016/j.nicl.2022.103120,Predicting escitalopram treatment response from pre-treatment and early response resting state fMRI in a multi-site sample: A CAN-BIND-1 report,Neuroimage Clin,2022,https://creativecommons.org/licenses/by-nc-nd/4.0/
10277718,35256032,10.1017/S0033291721005419,Resting-state functional connectivity indicators of risk and resilience for self-harm in adolescent bipolar disorder,Psychol Med,2022,https://creativecommons.org/licenses/by/4.0/
6551557,31176295,10.1016/j.nicl.2019.101885,Multivariate resting-state functional connectivity predicts responses to real and sham acupuncture treatment in chronic low back pain,Neuroimage Clin,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/
9120555,35305030,10.1002/hbm.25829,"
ENIGMA HALFpipe: Interactive, reproducible, and efficient analysis for resting‐state and task‐based fMRI data",Hum Brain Mapp,2022,https://creativecommons.org/licenses/by/4.0/
6732149,30145716,10.1007/s11682-018-9945-6,Anger provocation increases limbic and decreases medial prefrontal cortex connectivity with the left amygdala in reactive aggressive violent offenders,Brain Imaging Behav,2018,http://creativecommons.org/licenses/by/4.0/
9421453,35792418,10.1016/j.nicl.2022.103104,Increased cortical-medulla functional connectivity is correlated with swallowing in dysphagia patients with subacute infratentorial stroke,Neuroimage Clin,2022,https://creativecommons.org/licenses/by-nc-nd/4.0/
